Localidade;Nu_local;Local;Endereco;CEP;Bairro;Secao;Apto
VITÓRIA;1910;EMEF ALMIRANTE BARROSO;RUA DO ALMIRANTE, S/N;29075180;GOIABEIRAS;598;262
VITÓRIA;1295;CLUBE ÍTALO BRASILEIRO;RUA RENATO NASCIMENTO DAHER CARNEIRO, N 1036;29052730;ILHA DO BOI;158;365
VITÓRIA;1295;CLUBE ÍTALO BRASILEIRO;RUA RENATO NASCIMENTO DAHER CARNEIRO, N 1036;29052730;ILHA DO BOI;213;367
VITÓRIA;1295;CLUBE ÍTALO BRASILEIRO;RUA RENATO NASCIMENTO DAHER CARNEIRO, N 1036;29052730;ILHA DO BOI;427;363
VITÓRIA;1724;EMEF MARIA MADALENA DE ;RUA CARLOS DELGADO GUERRA PINTO  N.450;29090040;JARDIM CAMBURI;438;433
VITÓRIA;1724;EMEF MARIA MADALENA DE ;RUA CARLOS DELGADO GUERRA PINTO  N.450;29090040;JARDIM CAMBURI;439;438
VITÓRIA;1724;EMEF MARIA MADALENA DE ;RUA CARLOS DELGADO GUERRA PINTO  N.450;29090040;JARDIM CAMBURI;440;447
VITÓRIA;1724;EMEF MARIA MADALENA DE ;RUA CARLOS DELGADO GUERRA PINTO  N.450;29090040;JARDIM CAMBURI;441;41
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;495;377
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;496;370
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;497;377
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;498;373
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;499;376
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;500;377
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;501;374
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;502;372
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;503;397
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;504;376
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;697;376
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;705;375
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;710;372
VITÓRIA;1791;EEEM PROF. RENATO JOSÉ DA ;AV. ENG. CHARLES BITRAN, 251;29092270;JARDIM CAMBURI;715;374
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;521;350
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;522;348
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;523;347
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;524;349
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;525;347
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;526;357
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;527;362
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;528;364
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;529;352
VITÓRIA;1848;COLÉGIO RENOVAÇÃO;RUA WELLINGTON DE FREITAS, 265;29090240;JARDIM CAMBURI;530;350
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;531;362
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;532;359
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;533;357
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;534;362
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;535;366
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;536;369
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;537;363
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;538;357
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;539;367
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;540;363
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;541;365
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;542;361
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;543;364
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;544;359
VITÓRIA;1856;FACULDADE ESTÁCIO DE SÁ;RUA DR. HERWAN MODENESE WANDERLEI, 1001;29090640;JARDIM CAMBURI;545;359
VITÓRIA;1864;CMEI JOÃO PEDRO DE AGUIAR;RUA JULIA LACOURT PENNA;29090210;JARDIM CAMBURI;546;366
VITÓRIA;1864;CMEI JOÃO PEDRO DE AGUIAR;RUA JULIA LACOURT PENNA;29090210;JARDIM CAMBURI;547;359
VITÓRIA;1864;CMEI JOÃO PEDRO DE AGUIAR;RUA JULIA LACOURT PENNA;29090210;JARDIM CAMBURI;548;358
VITÓRIA;1864;CMEI JOÃO PEDRO DE AGUIAR;RUA JULIA LACOURT PENNA;29090210;JARDIM CAMBURI;549;358
VITÓRIA;1864;CMEI JOÃO PEDRO DE AGUIAR;RUA JULIA LACOURT PENNA;29090210;JARDIM CAMBURI;550;362
VITÓRIA;1864;CMEI JOÃO PEDRO DE AGUIAR;RUA JULIA LACOURT PENNA;29090210;JARDIM CAMBURI;698;360
VITÓRIA;1945;CMEI ANA MARIA CHAVES COLARES;RUA OSWALDO BASTOS DE SOUZA FREITAS S/N;29090450;JARDIM CAMBURI;618;398
VITÓRIA;1945;CMEI ANA MARIA CHAVES COLARES;RUA OSWALDO BASTOS DE SOUZA FREITAS S/N;29090450;JARDIM CAMBURI;619;442
VITÓRIA;1945;CMEI ANA MARIA CHAVES COLARES;RUA OSWALDO BASTOS DE SOUZA FREITAS S/N;29090450;JARDIM CAMBURI;620;434
VITÓRIA;1945;CMEI ANA MARIA CHAVES COLARES;RUA OSWALDO BASTOS DE SOUZA FREITAS S/N;29090450;JARDIM CAMBURI;621;310
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;643;380
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;644;382
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;645;380
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;646;377
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;647;376
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;648;386
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;649;375
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;650;405
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;651;435
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;652;439
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;653;425
VITÓRIA;1988;EMEFM  ELZIRA VIVACQUA DOS ;R. ITALINA PEREIRA MOTTA, S/N;29090370;JARDIM CAMBURI;686;378
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;654;333
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;655;330
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;656;330
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;657;333
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;658;331
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;659;331
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;660;333
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;661;334
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;662;331
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;663;330
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;664;332
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;665;328
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;666;332
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;667;328
VITÓRIA;1996;EMEF ADELVANI SYSESMUNDO F. DE ;R. VICTORINO CARDOSO, 140;29090820;JARDIM CAMBURI;668;333
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;669;368
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;670;370
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;671;368
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;672;366
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;673;366
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;674;364
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;675;364
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;676;363
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;677;367
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;678;369
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;679;368
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;680;366
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;681;366
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;688;361
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;691;365
VITÓRIA;2003;ISJB - COLÉGIO SALESIANO JARDIM ;RUA JOSÉ CELSO CLÁUDIO, 1050;29090410;JARDIM CAMBURI;692;367
VITÓRIA;2070;PRÉDIO ANEXO DA PRIMEIRA IGREJA ;RUA ALMERINDA CORINA DA SILVA, S/N;29090550;JARDIM CAMBURI;703;377
VITÓRIA;2070;PRÉDIO ANEXO DA PRIMEIRA IGREJA ;RUA ALMERINDA CORINA DA SILVA, S/N;29090550;JARDIM CAMBURI;712;184
VITÓRIA;2089;CMEI RUBENS JOSÉ VERVLOET GOMES;R. JOSÉ CÉLSO CLÁUDIO - JARDIM CAMBURI, VITÓRIA - ES;29090410;JARDIM CAMBURI;704;379
VITÓRIA;2089;CMEI RUBENS JOSÉ VERVLOET GOMES;R. JOSÉ CÉLSO CLÁUDIO - JARDIM CAMBURI, VITÓRIA - ES;29090410;JARDIM CAMBURI;709;380
VITÓRIA;2089;CMEI RUBENS JOSÉ VERVLOET GOMES;R. JOSÉ CÉLSO CLÁUDIO - JARDIM CAMBURI, VITÓRIA - ES;29090410;JARDIM CAMBURI;711;377
VITÓRIA;2089;CMEI RUBENS JOSÉ VERVLOET GOMES;R. JOSÉ CÉLSO CLÁUDIO - JARDIM CAMBURI, VITÓRIA - ES;29090410;JARDIM CAMBURI;720;19
VITÓRIA;1767;CMEI ZENAIDE GENOVEVA ;AV. DOUTOR PEDRO FEU ROSA N.421;29060730;JARDIM DA PENHA;473;363
VITÓRIA;1767;CMEI ZENAIDE GENOVEVA ;AV. DOUTOR PEDRO FEU ROSA N.421;29060730;JARDIM DA PENHA;474;365
VITÓRIA;1767;CMEI ZENAIDE GENOVEVA ;AV. DOUTOR PEDRO FEU ROSA N.421;29060730;JARDIM DA PENHA;475;361
VITÓRIA;1767;CMEI ZENAIDE GENOVEVA ;AV. DOUTOR PEDRO FEU ROSA N.421;29060730;JARDIM DA PENHA;476;378
VITÓRIA;1767;CMEI ZENAIDE GENOVEVA ;AV. DOUTOR PEDRO FEU ROSA N.421;29060730;JARDIM DA PENHA;477;389
VITÓRIA;1767;CMEI ZENAIDE GENOVEVA ;AV. DOUTOR PEDRO FEU ROSA N.421;29060730;JARDIM DA PENHA;478;365
VITÓRIA;1767;CMEI ZENAIDE GENOVEVA ;AV. DOUTOR PEDRO FEU ROSA N.421;29060730;JARDIM DA PENHA;699;365
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;551;330
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;552;334
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;553;325
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;554;330
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;555;352
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;556;332
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;557;327
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;558;341
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;559;356
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;560;330
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;561;448
VITÓRIA;1872;EMEF ÉBER LOUZADA ;R. NATALINA DAHER CARNEIRO, 815;29060490;JARDIM DA PENHA;562;330
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;563;283
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;564;281
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;565;281
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;566;190
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;567;275
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;568;191
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;569;273
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;570;284
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;571;277
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;572;191
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;573;191
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;574;323
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;575;364
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;576;442
VITÓRIA;1880;SESI - SERVIÇO SOCIAL DA ;R. TUPINAMBÁS, 240;29060810;JARDIM DA PENHA;577;325
VITÓRIA;1899;EMEF ÁLVARO DE CASTRO MATTOS;RUA EUGENÍLIO RAMOS, 781;29060130;JARDIM DA PENHA;578;374
VITÓRIA;1899;EMEF ÁLVARO DE CASTRO MATTOS;RUA EUGENÍLIO RAMOS, 781;29060130;JARDIM DA PENHA;579;374
VITÓRIA;1899;EMEF ÁLVARO DE CASTRO MATTOS;RUA EUGENÍLIO RAMOS, 781;29060130;JARDIM DA PENHA;580;371
VITÓRIA;1899;EMEF ÁLVARO DE CASTRO MATTOS;RUA EUGENÍLIO RAMOS, 781;29060130;JARDIM DA PENHA;581;374
VITÓRIA;1899;EMEF ÁLVARO DE CASTRO MATTOS;RUA EUGENÍLIO RAMOS, 781;29060130;JARDIM DA PENHA;582;369
VITÓRIA;1899;EMEF ÁLVARO DE CASTRO MATTOS;RUA EUGENÍLIO RAMOS, 781;29060130;JARDIM DA PENHA;583;372
VITÓRIA;1899;EMEF ÁLVARO DE CASTRO MATTOS;RUA EUGENÍLIO RAMOS, 781;29060130;JARDIM DA PENHA;584;373
VITÓRIA;1899;EMEF ÁLVARO DE CASTRO MATTOS;RUA EUGENÍLIO RAMOS, 781;29060130;JARDIM DA PENHA;585;372
VITÓRIA;1899;EMEF ÁLVARO DE CASTRO MATTOS;RUA EUGENÍLIO RAMOS, 781;29060130;JARDIM DA PENHA;586;370
VITÓRIA;1899;EMEF ÁLVARO DE CASTRO MATTOS;RUA EUGENÍLIO RAMOS, 781;29060130;JARDIM DA PENHA;587;373
VITÓRIA;1899;EMEF ÁLVARO DE CASTRO MATTOS;RUA EUGENÍLIO RAMOS, 781;29060130;JARDIM DA PENHA;588;371
VITÓRIA;1953;CLUBE DOS OFICIAIS DA PM;R. COM. OCTÁVIO DE QUEIROZ, 1225;29060270;JARDIM DA PENHA;622;408
VITÓRIA;1953;CLUBE DOS OFICIAIS DA PM;R. COM. OCTÁVIO DE QUEIROZ, 1225;29060270;JARDIM DA PENHA;623;393
VITÓRIA;1953;CLUBE DOS OFICIAIS DA PM;R. COM. OCTÁVIO DE QUEIROZ, 1225;29060270;JARDIM DA PENHA;624;403
VITÓRIA;1953;CLUBE DOS OFICIAIS DA PM;R. COM. OCTÁVIO DE QUEIROZ, 1225;29060270;JARDIM DA PENHA;625;398
VITÓRIA;1953;CLUBE DOS OFICIAIS DA PM;R. COM. OCTÁVIO DE QUEIROZ, 1225;29060270;JARDIM DA PENHA;626;408
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;627;362
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;628;360
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;629;368
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;630;361
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;631;362
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;632;358
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;633;363
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;634;367
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;635;362
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;636;368
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;637;362
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;638;363
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;639;364
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;640;366
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;690;363
VITÓRIA;1961;UP - CENTRO EDUCACIONAL ;AVENIDA SATURNINO RANGEL MAURO, 1185;29060770;JARDIM DA PENHA;695;362
VITÓRIA;1740;EMEF MAL. MASCARENHAS DE ;R. JERÔNIMO VERVLOET, 560;29070350;MARIA ORTIZ;450;358
VITÓRIA;1740;EMEF MAL. MASCARENHAS DE ;R. JERÔNIMO VERVLOET, 560;29070350;MARIA ORTIZ;451;343
VITÓRIA;1740;EMEF MAL. MASCARENHAS DE ;R. JERÔNIMO VERVLOET, 560;29070350;MARIA ORTIZ;452;349
VITÓRIA;1740;EMEF MAL. MASCARENHAS DE ;R. JERÔNIMO VERVLOET, 560;29070350;MARIA ORTIZ;453;352
VITÓRIA;1740;EMEF MAL. MASCARENHAS DE ;R. JERÔNIMO VERVLOET, 560;29070350;MARIA ORTIZ;454;352
VITÓRIA;1740;EMEF MAL. MASCARENHAS DE ;R. JERÔNIMO VERVLOET, 560;29070350;MARIA ORTIZ;455;357
VITÓRIA;1740;EMEF MAL. MASCARENHAS DE ;R. JERÔNIMO VERVLOET, 560;29070350;MARIA ORTIZ;456;367
VITÓRIA;1740;EMEF MAL. MASCARENHAS DE ;R. JERÔNIMO VERVLOET, 560;29070350;MARIA ORTIZ;457;422
VITÓRIA;1740;EMEF MAL. MASCARENHAS DE ;R. JERÔNIMO VERVLOET, 560;29070350;MARIA ORTIZ;458;173
VITÓRIA;1813;CMEI - REINALDO RIDOLFI;RUA PROFESSOR RENATO RIBEIRO DOS SANTOS 265;29070310;MARIA ORTIZ;508;357
VITÓRIA;1813;CMEI - REINALDO RIDOLFI;RUA PROFESSOR RENATO RIBEIRO DOS SANTOS 265;29070310;MARIA ORTIZ;509;363
VITÓRIA;1813;CMEI - REINALDO RIDOLFI;RUA PROFESSOR RENATO RIBEIRO DOS SANTOS 265;29070310;MARIA ORTIZ;510;363
